Calendar Year,Corporate Name,Revenue Type,Commodity,Revenues
2023,BAM PERMIAN OPERATING LLC,ONRR - Other Revenues,Oil & Gas,"$1,808.98 "
2023,BAM PERMIAN OPERATING LLC,ONRR - Royalties,Gas,"$201,478.63 "
2023,BAM PERMIAN OPERATING LLC,ONRR/BLM - Rents,Oil & Gas,"$2,173.50 "
2023,BARN OWLS LLC,BLM - Permit Fees,Oil & Gas,$105.00 
2023,BARN OWLS LLC,ONRR - Other Revenues,Oil & Gas,"$1,758.95 "
2023,BARN OWLS LLC,ONRR - Royalties,Oil,"$557,714.56 "
2023,BARRICK CORTEZ INC,BLM - Permit Fees,Mining Claims,"$165,165.00 "
2023,BARRICK GOLD EXPLORATION INC,BLM - Permit Fees,Mining Claims,"$389,070.00 "
2023,BARTON ROY G JR,ONRR - Other Revenues,Oil & Gas,$44.00 
2023,BARTON ROY G JR,ONRR/BLM - Bonus,Oil & Gas,"$844,936.00 "
2023,BARTON ROY G JR,ONRR/BLM - Rents,Geothermal,"$6,033.00 "
2023,BARTON ROY G JR,ONRR/BLM - Rents,Oil & Gas,"$84,875.00 "
2023,BASA RESOURCES INC,ONRR - Royalties,Oil,"$315,647.64 "
2023,BASIN AND RANGE RESOURCES LLC,BLM - Permit Fees,Mining Claims,"$801,830.00 "
2023,BAY STATE WIND LLC,ONRR/BLM - Rents,Wind,"$434,469.00 "
2023,BAYER AG,ONRR - Other Revenues,Phosphate,"$28,045.13 "
2023,BAYER AG,ONRR - Royalties,Phosphate,"$2,115,416.50 "
2023,BAYER AG,ONRR/BLM - Rents,Phosphate,$367.50 
2023,BCE-MACH II LLC,ONRR - Other Revenues,Oil & Gas,"($12,038.76)"
2023,BCE-MACH II LLC,ONRR - Royalties,Gas,"$121,337.38 "
2023,BCE-MACH II LLC,ONRR - Royalties,Oil,"$21,926.30 "
2023,BEACON ASSET HOLDINGS LLC,ONRR - Other Revenues,Oil,"($245,619.42)"
2023,BEACON ASSET HOLDINGS LLC,ONRR - Other Revenues,Oil & Gas,"($720,609.13)"
2023,BEACON ASSET HOLDINGS LLC,ONRR - Royalties,Gas,"$281,406.03 "
2023,BEACON ASSET HOLDINGS LLC,ONRR - Royalties,Oil,"$6,720,678.78 "
2023,BEACON OFFSHORE ENERGY BUCKSKIN LLC,ONRR - Other Revenues,Oil,"($488,567.71)"
2023,BEACON OFFSHORE ENERGY BUCKSKIN LLC,ONRR - Other Revenues,Oil & Gas,"$469,374.64 "
2023,BEACON OFFSHORE ENERGY BUCKSKIN LLC,ONRR - Royalties,Gas,"$79,995.23 "
2023,BEACON OFFSHORE ENERGY BUCKSKIN LLC,ONRR - Royalties,Oil,"$19,185,001.74 "
2023,BEACON OFFSHORE ENERGY EXPLORATION LLC,ONRR/BLM - Bonus,Oil & Gas,"$11,421,801.00 "
2023,BEACON OFFSHORE ENERGY EXPLORATION LLC,ONRR/BLM - Rents,Oil & Gas,"$645,120.00 "
2023,BEACON OFFSHORE ENERGY LLC,ONRR - Other Revenues,Oil,"$11,788.93 "
2023,BEACON OFFSHORE ENERGY LLC,ONRR - Other Revenues,Oil & Gas,"($782,871.27)"
2023,BEACON OFFSHORE ENERGY LLC,ONRR - Royalties,Gas,"$5,041,653.51 "
2023,BEACON OFFSHORE ENERGY LLC,ONRR - Royalties,Oil,"$35,536,077.31 "
2023,BEACON OFFSHORE ENERGY LLC,ONRR/BLM - Rents,Oil & Gas,"$2,656,534.00 "
2023,BEACON WIND LLC,ONRR/BLM - Rents,Wind,"$386,433.00 "
2023,BEARTOOTH OIL AND GAS CO,ONRR - Other Revenues,Oil & Gas,"$1,314.09 "
2023,BEARTOOTH OIL AND GAS CO,ONRR - Royalties,Gas,"$191,935.26 "
2023,BEARTOOTH OIL AND GAS CO,ONRR - Royalties,Oil,"$13,254.29 "
2023,BEARTOOTH OIL AND GAS CO,ONRR/BLM - Rents,Oil & Gas,$820.00 
2023,BEDROCK PRODUCTION LLC,ONRR - Other Revenues,Oil & Gas,"$13,399.56 "
2023,BEDROCK PRODUCTION LLC,ONRR - Royalties,Gas,"$572,250.99 "
2023,BEDROCK PRODUCTION LLC,ONRR - Royalties,Oil,"$16,922.29 "
2023,BEHM ENERGY INC,ONRR - Royalties,Oil,"$142,687.09 "
2023,BEHM ENERGY INC,ONRR/BLM - Rents,Oil & Gas,$834.00 
2023,BENSON-MONTIN-GREER DRILLING,ONRR - Other Revenues,N/a,"$2,418.67 "
2023,BENSON-MONTIN-GREER DRILLING,ONRR - Other Revenues,Oil & Gas,"$40,234.08 "
2023,BENSON-MONTIN-GREER DRILLING,ONRR - Royalties,Gas,"$806,351.58 "
2023,BENSON-MONTIN-GREER DRILLING,ONRR - Royalties,Oil,"$846,831.35 "
2023,BENSON-MONTIN-GREER DRILLING,ONRR - Civil Penalties,N/a,"$85,470.00 "
2023,BENSON-MONTIN-GREER DRILLING,ONRR/BLM - Rents,Oil & Gas,"$2,003.00 "
2023,BENTONITE CORP,BLM - Permit Fees,Mining Claims,"$107,085.00 "
2023,BEOWAWE POWER LLC,ONRR - Royalties,Geothermal,"$130,815.61 "
2023,BERKSHIRE HATHAWAY,ONRR - Royalties,Coal,"$15,182,375.19 "
2023,BERKSHIRE HATHAWAY,ONRR - Royalties,Geothermal,"$359,267.20 "
2023,BERKSHIRE HATHAWAY,ONRR/BLM - Rents,Coal,"$35,607.00 "
2023,BERRY PETROLEUM CO,ONRR - Other Revenues,Oil & Gas,"$122,322.94 "
2023,BERRY PETROLEUM CO,ONRR - Royalties,Gas,"$951,568.30 "
2023,BERRY PETROLEUM CO,ONRR - Royalties,Oil,"$21,751,427.10 "
2023,BERRY PETROLEUM CO,ONRR/BLM - Rents,Oil & Gas,$830.00 
2023,BEST COAL INC,ONRR - Royalties,Coal,"$1,552,645.71 "
2023,BEST COAL INC,ONRR/BLM - Rents,Coal,$483.00 
2023,BEST COAL INC,OSMRE - AML Fees including Audits and Late Charges,Coal,"$32,964.44 "
2023,BHP BILLITON LTD,ONRR - Other Revenues,N/a,"$8,847.64 "
2023,BHP BILLITON LTD,ONRR - Other Revenues,Oil,"($636,405.90)"
2023,BHP BILLITON LTD,ONRR - Other Revenues,Oil & Gas,"($178,555.92)"
2023,BHP BILLITON LTD,ONRR - Royalties,Gas,"$4,706,288.85 "
2023,BHP BILLITON LTD,ONRR - Royalties,Oil,"$273,931,773.85 "
2023,BHP BILLITON LTD,ONRR - Inspection Fees,N/a,"$496,875.00 "
2023,BHP BILLITON LTD,ONRR/BLM - Bonus,Oil & Gas,"$2,428,428.00 "
2023,BHP BILLITON LTD,ONRR/BLM - Rents,Oil & Gas,"$4,078,200.00 "
2023,BHP MINERAL RESOURCES INC,BLM - Permit Fees,Mining Claims,"$108,415.00 "
2023,BIG CASINO CORP,BLM - Permit Fees,Mining Claims,"$1,589,020.00 "
2023,BIGHT WIND HOLDINGS LLC,ONRR/BLM - Rents,Wind,"$377,892.00 "
2023,BISON OIL AND GAS II LLC,ONRR - Other Revenues,Oil & Gas,"($181,040.03)"
2023,BISON OIL AND GAS II LLC,ONRR - Royalties,Gas,"$1,084,655.78 "
2023,BISON OIL AND GAS II LLC,ONRR - Royalties,Oil,"$4,777,185.64 "
2023,BISON OIL AND GAS II LLC,ONRR/BLM - Rents,Oil & Gas,"$1,920.00 "
2023,BISON OIL AND GAS III LLC,ONRR - Other Revenues,Oil & Gas,$321.14 
2023,BISON OIL AND GAS III LLC,ONRR - Royalties,Gas,"$63,059.51 "
2023,BISON OIL AND GAS III LLC,ONRR - Royalties,Oil,"$732,285.83 "
2023,BISON OIL AND GAS III LLC,ONRR/BLM - Rents,Oil & Gas,"$16,055.50 "
2023,BKV BARNETT,ONRR - Other Revenues,N/a,$436.00 
2023,BKV BARNETT,ONRR - Other Revenues,Oil & Gas,"$2,289.46 "
2023,BKV BARNETT,ONRR - Royalties,Gas,"$93,585.44 "
2023,BKV BARNETT,ONRR - Royalties,Oil,"$9,151.60 "
2023,BKV BARNETT,ONRR/BLM - Rents,Oil & Gas,$372.00 
2023,BKV NORTH TEXAS LLC,ONRR - Other Revenues,Oil & Gas,$30.27 
2023,BKV NORTH TEXAS LLC,ONRR - Royalties,Carbon Dioxide,"$2,354.49 "
2023,BKV NORTH TEXAS LLC,ONRR - Royalties,Gas,"$798,630.50 "
2023,BLACK BEAR OIL CORP,ONRR - Other Revenues,Oil & Gas,"$5,874.00 "
2023,BLACK BEAR OIL CORP,ONRR - Royalties,Gas,"$50,574.56 "
2023,BLACK BEAR OIL CORP,ONRR - Royalties,Oil,"$675,067.93 "
2023,BLACK BEAR OIL CORP,ONRR/BLM - Rents,Oil & Gas,"$1,577.00 "
2023,BLACK BUTTE COAL CO,ONRR - Other Revenues,Coal,$790.99 
2023,BLACK BUTTE COAL CO,ONRR - Royalties,Coal,"$2,863,373.81 "
2023,BLACK BUTTE COAL CO,ONRR/BLM - Rents,Coal,"$52,332.00 "
2023,BLACK BUTTE COAL CO,OSMRE - AML Fees including Audits and Late Charges,Coal,"$367,797.92 "
2023,BLACK HILLS CORP,ONRR - Other Revenues,N/a,$19.41 
2023,BLACK HILLS CORP,ONRR - Other Revenues,Oil & Gas,"($655,582.11)"
2023,BLACK HILLS CORP,ONRR - Royalties,Coal,"$8,452,736.47 "
2023,BLACK HILLS CORP,ONRR - Royalties,Gas,"$6,446,543.08 "
2023,BLACK HILLS CORP,ONRR - Royalties,Oil,"$341,630.06 "
2023,BLACK HILLS CORP,ONRR/BLM - Rents,Coal,"$10,014.00 "
2023,BLACK HILLS CORP,ONRR/BLM - Rents,Oil & Gas,"$115,548.50 "
2023,BLACKSTONE MINERALS NV LLC,BLM - Permit Fees,Mining Claims,"$786,285.00 "
2023,BLUE COPPER RESOURCES CORP,BLM - Permit Fees,Mining Claims,"$190,530.00 "
2023,BLUE CREEK MINING LLC,OSMRE - AML Fees including Audits and Late Charges,Coal,"$126,118.39 "
2023,BLUE DIAMOND MINING LLC,OSMRE - AML Fees including Audits and Late Charges,Coal,"$115,168.37 "
2023,BLUE MOUNTAIN ENERGY INC,ONRR - Other Revenues,Coal,"$3,031.49 "
2023,BLUE MOUNTAIN ENERGY INC,ONRR - Royalties,Coal,"$2,690,878.27 "
2023,BLUE MOUNTAIN ENERGY INC,OSMRE - AML Fees including Audits and Late Charges,Coal,"$184,772.25 "
2023,BLUE SPRUCE OPERATING LLC,ONRR - Other Revenues,Oil & Gas,$675.21 
2023,BLUE SPRUCE OPERATING LLC,ONRR - Royalties,Gas,"$221,122.99 "
2023,BLUE SPRUCE OPERATING LLC,ONRR - Royalties,Oil,"$4,520.89 "
2023,BLUE SPRUCE OPERATING LLC,ONRR/BLM - Rents,Oil & Gas,$150.50 
2023,BLUEBIRD COPPER LLC,BLM - Permit Fees,Mining Claims,"$179,790.00 "
2023,BNI COAL LTD,ONRR - Royalties,Coal,"$497,209.33 "
2023,BNI COAL LTD,ONRR/BLM - Rents,Coal,"$7,053.00 "
2023,BNI COAL LTD,OSMRE - AML Fees including Audits and Late Charges,Coal,"$229,237.19 "
2023,BOE EXPLORATION AND PRODUCTION LLC,ONRR - Inspection Fees,N/a,"$518,500.00 "
2023,BOE EXPLORATION AND PRODUCTION LLC,ONRR/BLM - Rents,Oil & Gas,"$7,500.00 "
2023,BOIS D ARC EXPLORATION LLC,ONRR - Royalties,Gas,"$16,283.21 "
2023,BOIS D ARC EXPLORATION LLC,ONRR - Royalties,Oil,"$1,101,447.02 "
2023,BOIS D ARC EXPLORATION LLC,ONRR - Inspection Fees,N/a,"$17,000.00 "
2023,BONANZA CREEK ENERGY OPERATING CO,ONRR - Other Revenues,Oil & Gas,"$15,939.36 "
2023,BONANZA CREEK ENERGY OPERATING CO,ONRR - Royalties,Gas,"$883,029.91 "
2023,BONANZA CREEK ENERGY OPERATING CO,ONRR - Royalties,Oil,"$2,057,294.46 "
2023,BONANZA CREEK ENERGY OPERATING CO,ONRR/BLM - Rents,Oil & Gas,$901.00 
2023,BONAVENTURE NEVADA INC,BLM - Permit Fees,Locatable Minerals,"$4,020.00 "
2023,BONAVENTURE NEVADA INC,BLM - Permit Fees,Mining Claims,"$285,945.00 "
2023,BOREALIS MINING CO LLC,BLM - Permit Fees,Mining Claims,"$102,960.00 "
2023,BOWIE RESOURCES LLC,ONRR - Royalties,Coal,"$12,085,456.47 "
2023,BOWIE RESOURCES LLC,ONRR/BLM - Rents,Coal,"$122,079.00 "
2023,BP AMERICA INC,ONRR - Other Revenues,N/a,"$4,166.08 "
2023,BP AMERICA INC,ONRR - Other Revenues,Oil,"($5,796,706.90)"
2023,BP AMERICA INC,ONRR - Other Revenues,Oil & Gas,"$6,314,714.08 "
2023,BP AMERICA INC,ONRR - Royalties,Gas,"$45,908,544.94 "
2023,BP AMERICA INC,ONRR - Royalties,Oil,"$1,081,684,676.43 "
2023,BP AMERICA INC,ONRR - Inspection Fees,N/a,"$2,152,640.00 "
2023,BP AMERICA INC,ONRR/BLM - Bonus,Oil & Gas,"$45,698,605.00 "
2023,BP AMERICA INC,ONRR/BLM - Rents,Oil & Gas,"$12,611,449.50 "
2023,BRANKA MINERALS LLC,BLM - Permit Fees,Mining Claims,"$153,785.00 "
2023,BRAVO ARKOMA LLC,ONRR - Other Revenues,Oil & Gas,"$3,478.97 "
2023,BRAVO ARKOMA LLC,ONRR - Royalties,Gas,"$434,208.27 "
2023,BRAVO ARKOMA LLC,ONRR - Royalties,Oil,$765.24 
2023,BRAVO ARKOMA LLC,ONRR/BLM - Rents,Oil & Gas,"$1,901.00 "
2023,BRETON SOUND HOLDINGS LLC,ONRR - Other Revenues,Oil,($434.35)
2023,BRETON SOUND HOLDINGS LLC,ONRR - Other Revenues,Oil & Gas,"$75,000.00 "
2023,BRETON SOUND HOLDINGS LLC,ONRR - Royalties,Gas,"$626,050.78 "
2023,BRETON SOUND HOLDINGS LLC,ONRR - Royalties,Oil,"$741,241.27 "
2023,BRG PETROLEUM LLC,ONRR - Other Revenues,Oil & Gas,$595.20 
2023,BRG PETROLEUM LLC,ONRR - Royalties,Gas,"$83,658.36 "
2023,BRG PETROLEUM LLC,ONRR - Royalties,Oil,"$16,649.48 "
2023,BRIDGER COAL CO,OSMRE - AML Fees including Audits and Late Charges,Coal,"$557,835.40 "
2023,BRIGHT ROCK ENERGY LLC,BLM - Permit Fees,Oil & Gas,"$11,805.00 "
